CustomerID,Recency,Frequency,Monetary,AvgPurchaseValue,PurchaseVariability
12710.0,96,3,1149.02,383.00666666666666,324.46580487523386
12712.0,28,13,4396.13,338.1638461538462,192.29234620487202
12713.0,0,1,848.55,848.55,0.0
12714.0,8,5,4708.86,941.7719999999999,307.6275581283316
12715.0,105,1,353.86,353.86,0.0
12716.0,3,2,1053.49,526.745,213.76545102050514
12717.0,150,2,1030.98,515.49,133.2896282536642
12718.0,70,1,238.25,238.25,0.0
12719.0,4,2,644.95,322.475,54.97755223725407
12720.0,2,25,5781.73,231.26919999999998,144.12571494243028
12721.0,31,6,2656.13,442.68833333333333,135.50224948932274
12722.0,84,4,997.63,249.4075,249.1548591237988
12723.0,3,5,725.07,145.014,142.44524344463034
12724.0,4,4,1031.41,257.8525,193.03641131057807
12725.0,370,1,427.8,427.8,0.0
12726.0,27,7,2609.1,372.7285714285714,198.90174085282842
12727.0,10,7,3980.7,568.6714285714286,278.48800210114206
12728.0,70,4,836.33,209.0825,36.90151611609835
12729.0,113,1,453.01,453.01,0.0
12731.0,23,12,18895.91,1574.6591666666666,842.6647443616896
12732.0,179,1,236.26000000000002,236.26000000000002,0.0
12733.0,233,1,383.95,383.95,0.0
12734.0,352,1,110.39999999999999,110.39999999999999,0.0
12735.0,314,2,779.5699999999999,389.78499999999997,99.01616256955229
12736.0,332,1,234.0,234.0,0.0
12738.0,371,1,155.35,155.35,0.0
12739.0,77,2,1013.04,506.52,663.294445024229
12740.0,63,1,427.6,427.6,0.0
12743.0,133,2,546.43,273.215,104.84272244652942
12744.0,51,7,21279.29,3039.8985714285714,1729.78594590418
12747.0,1,11,4196.01,381.4554545454546,109.62042568459917
12748.0,0,210,33719.73,160.57014285714288,245.73651490252485
12749.0,3,5,4090.88,818.176,668.1234694500711
12750.0,128,1,275.88,275.88,0.0
12752.0,80,1,4366.78,4366.78,0.0
12753.0,22,6,21429.39,3571.565,1942.7531832505124
12754.0,235,3,3010.74,1003.5799999999999,1684.9517133437384
12755.0,280,2,3811.95,1905.975,2670.636246524412
12756.0,86,1,112.07999999999998,112.07999999999998,0.0
12757.0,15,13,7857.1,604.3923076923077,485.56549400593815
12758.0,116,2,2791.59,1395.795,246.63177421005588
12759.0,51,3,1531.44,510.48,110.21232598942825
12762.0,7,2,1898.52,949.26,689.6695279624873
12763.0,137,2,494.08,247.04,103.29415859573085
12764.0,316,1,1693.88,1693.88,0.0
12766.0,3,7,6989.63,998.5185714285715,241.14333707213578
12769.0,238,1,1143.6,1143.6,0.0
12770.0,210,1,1351.45,1351.45,0.0
12772.0,59,1,892.47,892.47,0.0
12775.0,16,5,1386.04,277.20799999999997,85.75954506642397
12778.0,19,6,822.23,137.03833333333333,32.24305036231322
12779.0,37,8,3981.36,497.67,316.17975976604555
12781.0,63,2,826.74,413.37,192.17748099087987
12782.0,4,5,2330.92,466.184,156.69152571214565
12783.0,1,6,2225.91,370.98499999999996,145.76069700025448
12784.0,8,2,574.42,287.21,326.9803177562833
12785.0,363,1,311.95,311.95,0.0
12787.0,9,3,463.66,154.55333333333334,33.91935337433974
12789.0,64,1,91.85,91.85,0.0
12790.0,191,1,324.92,324.92,0.0
12791.0,373,1,192.60000000000002,192.60000000000002,0.0
12792.0,256,1,400.53999999999996,400.53999999999996,0.0
12793.0,334,2,545.48,272.74,199.31925948086402
12794.0,52,2,860.41,430.205,160.0960463284462
12795.0,18,1,430.48,430.48,0.0
12797.0,365,1,254.03,254.03,0.0
12798.0,9,3,6977.04,2325.68,1149.6295695570814
12802.0,186,1,427.58,427.58,0.0
12808.0,36,3,483.65000000000003,161.21666666666667,37.32299335976864
12809.0,177,1,489.31,489.31,0.0
12811.0,260,3,514.85,171.61666666666667,125.29561378329784
12812.0,44,1,229.64000000000001,229.64000000000001,0.0
12814.0,101,1,125.92,125.92,0.0
12815.0,147,2,1063.46,531.73,118.27068022126194
12816.0,95,2,572.2,286.1,46.03265145524426
12817.0,280,1,166.04,166.04,0.0
12818.0,261,1,1542.08,1542.08,0.0
12820.0,2,4,942.34,235.585,75.0494852303021
12821.0,213,1,92.72,92.72,0.0
12822.0,70,2,948.88,474.44,306.12066771128013
12823.0,74,5,1759.5,351.9,138.96915125307487
12824.0,59,1,397.12,397.12,0.0
12826.0,2,7,1474.72,210.67428571428573,76.44008609299681
12827.0,5,3,430.15000000000003,143.38333333333335,64.61705141317834
12828.0,2,6,1018.71,169.785,88.62847347212973
12829.0,336,2,293.0,146.5,85.91347391416552
12830.0,37,6,6814.64,1135.7733333333333,726.3371169551139
12831.0,261,1,215.05,215.05,0.0
12832.0,31,2,383.03,191.515,107.88328160563157
12833.0,144,1,417.38,417.38,0.0
12834.0,282,1,312.38,312.38,0.0
12836.0,58,4,2612.86,653.215,206.33741064899826
12837.0,172,1,134.1,134.1,0.0
12838.0,33,2,683.13,341.565,69.61466260781562
12839.0,2,14,5591.42,399.38714285714286,129.7527499295707
12840.0,143,4,2726.77,681.6925,134.81339779487791
12841.0,4,25,4022.35,160.894,58.41982939607634
12842.0,69,2,1118.99,559.495,351.806836843743
12843.0,65,8,1702.26,212.7825,157.12595000281053
12844.0,28,2,325.96000000000004,162.98000000000002,16.82914139223983
12845.0,266,4,354.09,88.5225,85.5109273231595
12847.0,21,1,871.54,871.54,0.0
12849.0,30,2,1050.8899999999999,525.4449999999999,253.22200941071452
12851.0,96,1,135.18,135.18,0.0
12852.0,294,1,311.55,311.55,0.0
12853.0,134,6,1957.1000000000001,326.18333333333334,314.02703970624356
12854.0,78,3,1324.5,441.5,64.72996910241807
12855.0,372,1,38.1,38.1,0.0
12856.0,7,6,2179.93,363.32166666666666,135.08166158537827
12857.0,210,2,1106.4,553.2,351.2906488934768
12863.0,51,1,521.2,521.2,0.0
12864.0,137,1,147.12,147.12,0.0
12865.0,25,2,1568.23,784.115,278.97483838152857
12866.0,282,1,559.12,559.12,0.0
12867.0,25,7,4036.82,576.6885714285714,219.84641892531639
12868.0,185,6,1607.0600000000002,267.84333333333336,91.00257549468954
12871.0,83,2,380.64,190.32,82.4769349575989
12872.0,326,2,599.97,299.985,111.07940425659477
12873.0,281,1,374.0,374.0,0.0
12875.0,142,2,343.2300000000001,171.61500000000004,172.73911557606172
12876.0,57,2,2218.02,1109.01,541.0498246926986
12877.0,3,12,1535.77,127.98083333333334,71.53947930508318
12878.0,235,2,854.99,427.495,158.8373962579341
12879.0,44,3,573.22,191.07333333333335,157.06989569402958
12881.0,275,1,298.0,298.0,0.0
12882.0,8,2,1463.04,731.52,367.2429778770453
12883.0,24,4,703.47,175.8675,109.17823726213328
12884.0,87,1,309.05,309.05,0.0
12885.0,62,3,1175.22,391.74,336.19427463893555
12886.0,67,2,1378.4,689.2,121.33952365161161
12888.0,213,2,354.12,177.06,135.3402379191052
12890.0,23,1,380.46999999999997,380.46999999999997,0.0
12891.0,185,3,331.0,110.33333333333333,83.91861136442462
12893.0,30,1,188.14,188.14,0.0
12895.0,41,2,372.8,186.4,115.11698397716995
12897.0,204,2,216.5,108.25,29.062088706767103
12901.0,8,28,17654.54,630.5192857142857,660.9641618285316
12902.0,264,1,138.68,138.68,0.0
12904.0,17,2,509.58,254.79,14.283556979968253
12906.0,11,5,2919.81,583.962,569.4427727348905
12908.0,175,2,750.0,375.0,80.61017305526642
12909.0,39,5,2178.67,435.73400000000004,173.70928150216957
12910.0,22,8,3075.04,384.38,238.76045425129703
12912.0,2,5,1662.3,332.46,189.28799961962721
12913.0,4,5,2483.63,496.726,358.73709019280403
12915.0,148,2,363.65,181.825,25.208356749300414
12916.0,138,4,3006.15,751.5375,94.97489962265472
12917.0,127,1,594.0,594.0,0.0
12919.0,7,6,1335.19,222.53166666666667,100.04932911652465
12920.0,16,1,164.23,164.23,0.0
12921.0,8,37,16587.09,448.29972972972973,253.7755897713841
12922.0,160,1,405.38,405.38,0.0
12923.0,63,1,176.97,176.97,0.0
12924.0,87,4,933.7,233.425,129.95262842025681
12925.0,4,2,694.05,347.025,30.101535675111304
12928.0,34,5,2062.7000000000003,412.5400000000001,103.42421283239244
12929.0,311,1,117.85,117.85,0.0
12930.0,77,2,415.8,207.9,19.318157262016474
12931.0,21,15,42055.96,2803.730666666667,5093.521302241936
12933.0,23,3,607.53,202.51,79.4836190670757
12935.0,1,7,2160.7,308.6714285714285,142.58283351892578
12936.0,16,4,1063.9,265.975,355.12341568343066
12937.0,14,4,1504.27,376.0675,219.1119194042168
12938.0,25,1,114.14,114.14,0.0
12939.0,63,8,11581.8,1447.725,983.989095279298
12940.0,54,2,913.54,456.77,135.0573952066306
12942.0,130,3,683.9,227.96666666666667,79.41346380389997
12944.0,35,2,604.51,302.255,21.64453857212023
12945.0,287,1,462.95,462.95,0.0
12947.0,143,6,1603.99,267.33166666666665,129.09870369863
12948.0,15,7,2064.95,294.99285714285713,143.16885610056002
12949.0,30,8,4167.22,520.9025,507.9153173723239
12950.0,1,3,1843.0,614.3333333333334,483.04046759389985
12951.0,8,6,1064.07,177.345,70.93198453448204
12952.0,5,4,1387.79,346.9475,275.95799974815003
12953.0,9,1,329.85,329.85,0.0
12955.0,0,11,4757.16,432.4690909090909,278.0381076562904
12956.0,305,1,108.07,108.07,0.0
12957.0,9,8,4017.54,502.1925,298.4431944393151
12962.0,6,2,266.39,133.195,52.81380548682325
12963.0,7,8,1856.63,232.07875,143.69197486662722
12965.0,88,1,771.91,771.91,0.0
12966.0,9,1,160.18,160.18,0.0
12967.0,357,2,1660.9,830.45,760.7761858786066
12968.0,111,1,135.95,135.95,0.0
12970.0,6,4,452.24,113.06,182.30409905795682
12971.0,3,86,11189.91,130.11523255813952,74.10548743239153
12974.0,197,1,144.8,144.8,0.0
12976.0,211,1,738.6,738.6,0.0
12977.0,155,1,39.239999999999995,39.239999999999995,0.0
12980.0,157,9,7374.900000000001,819.4333333333334,174.09983199302636
12981.0,29,2,372.21999999999997,186.10999999999999,1.5132085117392322
12982.0,242,1,390.54,390.54,0.0
12984.0,18,1,97.5,97.5,0.0
12985.0,0,2,1239.38,619.69,190.4804247160322
12987.0,73,2,558.7,279.35,35.284628381208734
12988.0,291,1,535.32,535.32,0.0
12989.0,2,15,6924.110000000001,461.6073333333334,307.95142377762545
12990.0,30,3,409.5,136.5,35.3399207695773
12991.0,22,2,503.76,251.88,73.08655690344156
12993.0,22,4,414.76,103.69,66.99871939074656
12994.0,3,3,974.4200000000001,324.8066666666667,30.079787787372002
12995.0,84,1,211.32,211.32,0.0
12997.0,21,4,1226.89,306.7225,3.2422870014852005
12999.0,195,3,455.88,151.96,146.02878757286183
13000.0,106,3,534.85,178.28333333333333,92.49035751543688
13001.0,3,13,9818.82,755.2938461538462,404.0418888460796
13002.0,317,1,120.94999999999999,120.94999999999999,0.0
13003.0,105,3,149.05,49.68333333333334,17.052883431646784
13004.0,11,18,5655.91,314.21722222222223,119.10633004393992
13005.0,173,2,513.7,256.85,91.64103884177656
13006.0,55,1,81.57,81.57,0.0
13008.0,322,1,229.46999999999997,229.46999999999997,0.0
13011.0,371,1,50.550000000000004,50.550000000000004,0.0
13012.0,8,8,1661.8400000000001,207.73000000000002,137.34317363035248
13013.0,0,13,4810.9400000000005,370.07230769230773,211.03576905167236
13014.0,10,10,3466.2799999999997,346.628,131.4315498061422
13015.0,52,5,3346.28,669.2560000000001,570.504073543739
13016.0,72,3,789.89,263.2966666666667,220.26640060012178
13017.0,6,1,204.0,204.0,0.0
13018.0,15,28,7277.7,259.91785714285714,138.39672706355725
13021.0,3,9,2616.38,290.7088888888889,130.08475366510524
13023.0,63,2,689.9,344.95,12.09152595828992
13026.0,0,5,975.36,195.072,101.88093992499286
13027.0,113,6,6912.0,1152.0,610.185545551515
13028.0,22,2,661.3199999999999,330.65999999999997,35.751318856791826
13029.0,30,3,1247.5,415.8333333333333,50.79934382778315
13030.0,10,2,799.48,399.74,39.59797974644666
13032.0,51,2,1010.18,505.09,12.430937213259474
13033.0,356,1,190.55,190.55,0.0
13034.0,54,2,642.77,321.385,219.94556428807556
13035.0,73,2,921.88,460.94,180.93448317001378
13037.0,137,3,881.07,293.69,39.219896736223056
13038.0,79,3,908.46,302.82,99.9454811384687
13040.0,8,2,676.99,338.495,49.84395700583974
13043.0,272,1,516.42,516.42,0.0
13044.0,290,1,560.47,560.47,0.0
13045.0,98,1,305.28000000000003,305.28000000000003,0.0
13046.0,30,2,629.31,314.655,165.37106291609786
13047.0,31,10,3237.54,323.754,216.91133084486134
